i,e,y,u,
6034,0.000,25.000,1747.743,
6035,0.000,25.000,1747.743,
6036,0.000,25.000,1747.743,
6037,0.000,25.000,1747.743,
6038,0.000,25.000,1747.743,
6039,0.000,25.000,1747.743,
6040,0.000,25.000,1747.743,
6041,0.000,25.000,1747.743,
6042,0.000,25.000,1747.743,
6043,0.000,25.000,1747.743,
6044,0.000,25.000,1747.743,
6045,0.000,25.000,1747.743,
6046,0.000,25.000,1747.743,
6047,0.000,25.000,1747.743,
6048,0.000,25.000,1747.743,
6049,0.000,25.000,1747.743,
6050,0.000,25.000,1747.743,
6051,0.000,25.000,1747.743,
6052,0.000,25.000,1747.743,
6053,0.000,25.000,1747.743,
6054,0.000,25.000,1747.743,
6055,0.000,25.000,1747.743,
6056,0.000,25.000,1747.743,
6057,0.000,25.000,1747.743,
6058,0.000,25.000,1747.743,
6059,0.000,25.000,1747.743,
6060,0.000,25.000,1747.743,
6061,0.000,25.000,1747.743,
6062,0.000,25.000,1747.743,
6063,0.000,25.000,1747.743,
6064,0.000,25.000,1747.743,
6065,0.000,25.000,1747.743,
6066,0.000,25.000,1747.743,
6067,0.000,25.000,1747.743,
6068,0.000,25.000,1747.743,
6069,0.000,25.000,1747.743,
6070,0.000,25.000,1747.743,
6071,0.000,25.000,1747.743,
6072,0.000,25.000,1747.743,
6073,0.000,25.000,1747.743,
6074,0.000,25.000,1747.743,
6075,0.000,25.000,1747.743,
6076,0.000,25.000,1747.743,
6077,0.000,25.000,1747.743,
6078,0.000,25.000,1747.743,
6079,0.000,25.000,1747.743,
6080,0.000,25.000,1747.743,
6081,0.000,25.000,1747.743,
6082,0.000,25.000,1747.743,
6083,0.000,25.000,1747.743,
6084,0.000,25.000,1747.743,
6085,0.000,25.000,1747.743,
6086,0.000,25.000,1747.743,
6087,0.000,25.000,1747.743,
6088,0.000,25.000,1747.743,
6089,0.000,25.000,1747.743,
6090,0.000,25.000,1747.743,
6091,0.000,25.000,1747.743,
6092,0.000,25.000,1747.743,
6093,0.000,25.000,1747.743,
6094,0.000,25.000,1747.743,
6095,0.000,25.000,1747.743,
6096,0.000,25.000,1747.743,
6097,0.000,25.000,1747.743,
6098,0.000,25.000,1747.743,
6099,0.000,25.000,1747.743,
6100,0.000,25.000,1747.743,
6101,0.000,25.000,1747.743,
6102,0.000,25.000,1747.743,
6103,0.000,25.000,1747.743,
6104,0.000,25.000,1747.743,
6105,0.000,25.000,1747.743,
6106,0.000,25.000,1747.743,
6107,0.000,25.000,1747.743,
6108,0.000,25.000,1747.743,
6109,0.000,25.000,1747.743,
6110,0.000,25.000,1747.743,
6111,0.000,25.000,1747.743,
6112,0.000,25.000,1747.743,
6113,0.000,25.000,1747.743,
6114,0.000,25.000,1747.743,
6115,0.000,25.000,1747.743,
6116,0.000,25.000,1747.743,
6117,0.000,25.000,1747.743,
6118,0.000,25.000,1747.743,
6119,0.000,25.000,1747.743,
6120,0.000,25.000,1747.743,
6121,0.000,25.000,1747.743,
6122,0.000,25.000,1747.743,
6123,0.000,25.000,1747.743,
6124,0.000,25.000,1747.743,
6125,0.000,25.000,1747.743,
6126,0.000,25.000,1747.743,
6127,0.000,25.000,1747.743,
6128,0.000,25.000,1747.743,
6129,0.000,25.000,1747.743,
6130,0.000,25.000,1747.743,
6131,0.000,25.000,1747.743,
6132,0.000,25.000,1747.743,
6133,0.000,25.000,1747.743,
6134,0.000,25.000,1747.743,
6135,0.000,25.000,1747.743,
6136,0.000,25.000,1747.743,
6137,0.000,25.000,1747.743,
6138,0.000,25.000,1747.743,
6139,0.000,25.000,1747.743,
6140,0.000,25.000,1747.743,
6141,0.000,25.000,1747.743,
6142,0.000,25.000,1747.743,
6143,0.000,25.000,1747.743,
6144,0.000,25.000,1747.743,
6145,0.000,25.000,1747.743,
6146,0.000,25.000,1747.743,
6147,0.000,25.000,1747.743,
6148,0.000,25.000,1747.743,
6149,0.000,25.000,1747.743,
6150,0.000,25.000,1747.743,
6151,0.000,25.000,1747.743,
6152,0.000,25.000,1747.743,
6153,0.000,25.000,1747.743,
6154,0.000,25.000,1747.743,
6155,0.000,25.000,1747.743,
6156,0.000,25.000,1747.743,
6157,0.000,25.000,1747.743,
6158,0.000,25.000,1747.743,
6159,0.000,25.000,1747.743,
6160,0.000,25.000,1747.743,
6161,0.000,25.000,1747.743,
6162,0.000,25.000,1747.743,
6163,0.000,25.000,1747.743,
6164,0.000,25.000,1747.743,
6165,0.000,25.000,1747.743,
6166,0.000,25.000,1747.743,
6167,0.000,25.000,1747.743,
6168,0.000,25.000,1747.743,
6169,0.000,25.000,1747.743,
6170,0.000,25.000,1747.743,
6171,0.000,25.000,1747.743,
6172,0.000,25.000,1747.743,
6173,0.000,25.000,1747.743,
6174,0.000,25.000,1747.743,
6175,0.000,25.000,1747.743,
6176,0.000,25.000,1747.743,
6177,0.000,25.000,1747.743,
6178,0.000,25.000,1747.743,
6179,0.000,25.000,1747.743,
6180,0.000,25.000,1747.743,
6181,0.000,25.000,1747.743,
6182,0.000,25.000,1747.743,
6183,0.000,25.000,1747.743,
6184,0.000,25.000,1747.743,
6185,0.000,25.000,1747.743,
6186,0.000,25.000,1747.743,
6187,0.000,25.000,1747.743,
6188,0.000,25.000,1747.743,
6189,0.000,25.000,1747.743,
6190,0.000,25.000,1747.743,
6191,0.000,25.000,1747.743,
6192,0.000,25.000,1747.743,
6193,0.000,25.000,1747.743,
6194,0.000,25.000,1747.743,
6195,0.000,25.000,1747.743,
6196,0.000,25.000,1747.743,
6197,0.000,25.000,1747.743,
6198,0.000,25.000,1747.743,
6199,0.000,25.000,1747.743,
6200,0.000,25.000,1747.743,
6201,0.000,25.000,1747.743,
6202,0.000,25.000,1747.743,
6203,0.000,25.000,1747.743,
6204,0.000,25.000,1747.743,
6205,0.000,25.000,1747.743,
6206,0.000,25.000,1747.743,
6207,0.000,25.000,1747.743,
6208,0.000,25.000,1747.743,
6209,0.000,25.000,1747.743,
6210,0.000,25.000,1747.743,
6211,0.000,25.000,1747.743,
6212,0.000,25.000,1747.743,
6213,0.000,25.000,1747.743,
6214,0.000,25.000,1747.743,
6215,0.000,25.000,1747.743,
6216,0.000,25.000,1747.743,
6217,0.000,25.000,1747.743,
6218,0.000,25.000,1747.743,
6219,0.000,25.000,1747.743,
6220,0.000,25.000,1747.743,
6221,0.000,25.000,1747.743,
6222,0.000,25.000,1747.743,
6223,0.000,25.000,1747.743,
6224,0.000,25.000,1747.743,
6225,0.000,25.000,1747.743,
6226,0.000,25.000,1747.743,
6227,0.000,25.000,1747.743,
6228,0.000,25.000,1747.743,
6229,0.000,25.000,1747.743,
6230,0.000,25.000,1747.743,
6231,0.000,25.000,1747.743,
6232,0.000,25.000,1747.743,
6233,0.000,25.000,1747.743,
6234,0.000,25.000,1747.743,
6235,0.000,25.000,1747.743,
6236,0.000,25.000,1747.743,
6237,0.000,25.000,1747.743,
6238,0.000,25.000,1747.743,
6239,0.000,25.000,1747.743,
6240,0.000,25.000,1747.743,
6241,0.000,25.000,1747.743,
6242,0.000,25.000,1747.743,
6243,0.000,25.000,1747.743,
6244,0.000,25.000,1747.743,
6245,0.000,25.000,1747.743,
6246,0.000,25.000,1747.743,
6247,0.000,25.000,1747.743,
6248,0.000,25.000,1747.743,
6249,0.000,25.000,1747.743,
6250,0.000,25.000,1747.743,
6251,0.000,25.000,1747.743,
6252,0.000,25.000,1747.743,
6253,0.000,25.000,1747.743,
6254,0.000,25.000,1747.743,
6255,0.000,25.000,1747.743,
6256,0.000,25.000,1747.743,
6257,0.000,25.000,1747.743,
6258,0.000,25.000,1747.743,
6259,0.000,25.000,1747.743,
6260,0.000,25.000,1747.743,
6261,0.000,25.000,1747.743,
6262,0.000,25.000,1747.743,
6263,0.000,25.000,1747.743,
6264,0.000,25.000,1747.743,
6265,0.000,25.000,1747.743,
6266,0.000,25.000,1747.743,
6267,0.000,25.000,1747.743,
6268,0.000,25.000,1747.743,
6269,0.000,25.000,1747.743,
6270,0.000,25.000,1747.743,
6271,0.000,25.000,1747.743,
6272,0.000,25.000,1747.743,
6273,0.000,25.000,1747.743,
6274,0.000,25.000,1747.743,
6275,0.000,25.000,1747.743,
6276,0.000,25.000,1747.743,
6277,0.000,25.000,1747.743,
6278,0.000,25.000,1747.743,
6279,0.000,25.000,1747.743,
6280,0.000,25.000,1747.743,
6281,0.000,25.000,1747.743,
6282,0.000,25.000,1747.743,
6283,0.000,25.000,1747.743,
6284,0.000,25.000,1747.743,
6285,0.000,25.000,1747.743,
6286,0.000,25.000,1747.743,
6287,0.000,25.000,1747.743,
6288,0.000,25.000,1747.743,
6289,0.000,25.000,1747.743,
6290,0.000,25.000,1747.743,
6291,0.000,25.000,1747.743,
6292,0.000,25.000,1747.743,
6293,0.000,25.000,1747.743,
6294,0.000,25.000,1747.743,
6295,0.000,25.000,1747.743,
6296,0.000,25.000,1747.743,
6297,0.000,25.000,1747.743,
6298,0.000,25.000,1747.743,
6299,0.000,25.000,1747.743,
6300,0.000,25.000,1747.743,
6301,0.000,25.000,1747.743,
6302,0.000,25.000,1747.743,
6303,0.000,25.000,1747.743,
6304,0.000,25.000,1747.743,
6305,0.000,25.000,1747.743,
6306,0.000,25.000,1747.743,
6307,0.000,25.000,1747.743,
6308,0.000,25.000,1747.743,
6309,0.000,25.000,1747.743,
6310,0.000,25.000,1747.743,
6311,0.000,25.000,1747.743,
6312,0.000,25.000,1747.743,
6313,0.000,25.000,1747.743,
6314,0.000,25.000,1747.743,
6315,0.000,25.000,1747.743,
6316,0.000,25.000,1747.743,
6317,0.000,25.000,1747.743,
6318,0.000,25.000,1747.743,
6319,0.000,25.000,1747.743,
6320,0.000,25.000,1747.743,
6321,0.000,25.000,1747.743,
6322,0.000,25.000,1747.743,
6323,0.000,25.000,1747.743,
6324,0.000,25.000,1747.743,
6325,0.000,25.000,1747.743,
6326,0.000,25.000,1747.743,
6327,0.000,25.000,1747.743,
6328,0.000,25.000,1747.743,
6329,0.000,25.000,1747.743,
6330,0.000,25.000,1747.743,
6331,0.000,25.000,1747.743,
6332,0.000,25.000,1747.743,
6333,0.000,25.000,1747.743,
6334,0.000,25.000,1747.743,
6335,0.000,25.000,1747.743,
6336,0.000,25.000,1747.743,
6337,0.000,25.000,1747.743,
6338,0.000,25.000,1747.743,
6339,0.000,25.000,1747.743,
6340,0.000,25.000,1747.743,
6341,0.000,25.000,1747.743,
6342,0.000,25.000,1747.743,
6343,0.000,25.000,1747.743,
6344,0.000,25.000,1747.743,
6345,0.000,25.000,1747.743,
6346,0.000,25.000,1747.743,
6347,0.000,25.000,1747.743,
6348,0.000,25.000,1747.743,
6349,0.000,25.000,1747.743,
6350,0.000,25.000,1747.743,
6351,0.000,25.000,1747.743,
6352,0.000,25.000,1747.743,
6353,0.000,25.000,1747.743,
6354,0.000,25.000,1747.743,
6355,0.000,25.000,1747.743,
6356,0.000,25.000,1747.743,
6357,0.000,25.000,1747.743,
6358,0.000,25.000,1747.743,
6359,0.000,25.000,1747.743,
6360,0.000,25.000,1747.743,
6361,0.000,25.000,1747.743,
6362,0.000,25.000,1747.743,
6363,0.000,25.000,1747.743,
6364,0.000,25.000,1747.743,
6365,0.000,25.000,1747.743,
6366,0.000,25.000,1747.743,
6367,0.000,25.000,1747.743,
6368,0.000,25.000,1747.743,
6369,0.000,25.000,1747.743,
6370,0.000,25.000,1747.743,
6371,0.000,25.000,1747.743,
6372,0.000,25.000,1747.743,
6373,0.000,25.000,1747.743,
6374,0.000,25.000,1747.743,
6375,0.000,25.000,1747.743,
6376,0.000,25.000,1747.743,
6377,0.000,25.000,1747.743,
6378,0.000,25.000,1747.743,
6379,0.000,25.000,1747.743,
6380,0.000,25.000,1747.743,
6381,0.000,25.000,1747.743,
6382,0.000,25.000,1747.743,
6383,0.000,25.000,1747.743,
6384,0.000,25.000,1747.743,
6385,0.000,25.000,1747.743,
6386,0.000,25.000,1747.743,
6387,0.000,25.000,1747.743,
6388,0.000,25.000,1747.743,
6389,0.000,25.000,1747.743,
6390,0.000,25.000,1747.743,
6391,0.000,25.000,1747.743,
6392,0.000,25.000,1747.743,
6393,0.000,25.000,1747.743,
6394,0.000,25.000,1747.743,
6395,0.000,25.000,1747.743,
6396,0.000,25.000,1747.743,
6397,0.000,25.000,1747.743,
6398,0.000,25.000,1747.743,
6399,0.000,25.000,1747.743,
6400,0.000,25.000,1747.743,
6401,0.000,25.000,1747.743,
6402,0.000,25.000,1747.743,
6403,0.000,25.000,1747.743,
6404,0.000,25.000,1747.743,
6405,0.000,25.000,1747.743,
6406,0.000,25.000,1747.743,
6407,0.000,25.000,1747.743,
6408,0.000,25.000,1747.743,
6409,0.000,25.000,1747.743,
6410,0.000,25.000,1747.743,
6411,0.000,25.000,1747.743,
6412,0.000,25.000,1747.743,
6413,0.000,25.000,1747.743,
6414,0.000,25.000,1747.743,
6415,0.000,25.000,1747.743,
6416,0.000,25.000,1747.743,
6417,0.000,25.000,1747.743,
6418,0.000,25.000,1747.743,
6419,0.000,25.000,1747.743,
6420,0.000,25.000,1747.743,
6421,0.000,25.000,1747.743,
6422,0.000,25.000,1747.743,
6423,0.000,25.000,1747.743,
6424,0.000,25.000,1747.743,
6425,0.000,25.000,1747.743,
6426,0.000,25.000,1747.743,
6427,0.000,25.000,1747.743,
6428,0.000,25.000,1747.743,
6429,0.000,25.000,1747.743,
6430,0.000,25.000,1747.743,
6431,0.000,25.000,1747.743,
6432,0.000,25.000,1747.743,
6433,0.000,25.000,1747.743,
6434,0.000,25.000,1747.743,
6435,0.000,25.000,1747.743,
6436,0.000,25.000,1747.743,
6437,0.000,25.000,1747.743,
6438,0.000,25.000,1747.743,
6439,0.000,25.000,1747.743,
6440,0.000,25.000,1747.743,
6441,0.000,25.000,1747.743,
6442,0.000,25.000,1747.743,
6443,0.000,25.000,1747.743,
6444,0.000,25.000,1747.743,
6445,0.000,25.000,1747.743,
6446,0.000,25.000,1747.743,
6447,0.000,25.000,1747.743,
6448,0.000,25.000,1747.743,
6449,0.000,25.000,1747.743,
6450,0.000,25.000,1747.743,
6451,0.000,25.000,1747.743,
6452,0.000,25.000,1747.743,
6453,0.000,25.000,1747.743,
6454,0.000,25.000,1747.743,
6455,0.000,25.000,1747.743,
6456,0.000,25.000,1747.743,
6457,0.000,25.000,1747.743,
6458,0.000,25.000,1747.743,
6459,0.000,25.000,1747.743,
6460,0.000,25.000,1747.743,
6461,0.000,25.000,1747.743,
6462,0.000,25.000,1747.743,
6463,0.000,25.000,1747.743,
6464,0.000,25.000,1747.743,
6465,0.000,25.000,1747.743,
6466,0.000,25.000,1747.743,
6467,0.000,25.000,1747.743,
6468,0.000,25.000,1747.743,
6469,0.000,25.000,1747.743,
6470,0.000,25.000,1747.743,
6471,0.000,25.000,1747.743,
6472,0.000,25.000,1747.743,
6473,0.000,25.000,1747.743,
6474,0.000,25.000,1747.743,
6475,0.000,25.000,1747.743,
6476,0.000,25.000,1747.743,
6477,0.000,25.000,1747.743,
6478,0.000,25.000,1747.743,
6479,0.000,25.000,1747.743,
6480,0.000,25.000,1747.743,
6481,0.000,25.000,1747.743,
6482,0.000,25.000,1747.743,
6483,0.000,25.000,1747.743,
6484,0.000,25.000,1747.743,
6485,0.000,25.000,1747.743,
6486,0.000,25.000,1747.743,
6487,0.000,25.000,1747.743,
6488,0.000,25.000,1747.743,
6489,0.000,25.000,1747.743,
6490,0.000,25.000,1747.743,
6491,0.000,25.000,1747.743,
6492,0.000,25.000,1747.743,
6493,0.000,25.000,1747.743,
6494,0.000,25.000,1747.743,
6495,0.000,25.000,1747.743,
6496,0.000,25.000,1747.743,
6497,0.000,25.000,1747.743,
6498,0.000,25.000,1747.743,
6499,0.000,25.000,1747.743,
6500,0.000,25.000,1747.743,
6501,0.000,25.000,1747.743,
6502,0.000,25.000,1747.743,
6503,0.000,25.000,1747.743,
6504,0.000,25.000,1747.743,
6505,0.000,25.000,1747.743,
6506,0.000,25.000,1747.743,
6507,0.000,25.000,1747.743,
6508,0.000,25.000,1747.743,
6509,0.000,25.000,1747.743,
6510,0.000,25.000,1747.743,
6511,0.000,25.000,1747.743,
6512,0.000,25.000,1747.743,
6513,0.000,25.000,1747.743,
6514,0.000,25.000,1747.743,
6515,0.000,25.000,1747.743,
6516,0.000,25.000,1747.743,
6517,0.000,25.000,1747.743,
6518,0.000,25.000,1747.743,
6519,0.000,25.000,1747.743,
6520,0.000,25.000,1747.743,
6521,0.000,25.000,1747.743,
6522,0.000,25.000,1747.743,
6523,0.000,25.000,1747.743,
6524,0.000,25.000,1747.743,
6525,0.000,25.000,1747.743,
6526,0.000,25.000,1747.743,
6527,0.000,25.000,1747.743,
6528,0.000,25.000,1747.743,
6529,0.000,25.000,1747.743,
6530,0.000,25.000,1747.743,
6531,0.000,25.000,1747.743,
6532,0.000,25.000,1747.743,
6533,0.000,25.000,1747.743,
6534,0.000,25.000,1747.743,
6535,0.000,25.000,1747.743,
6536,0.000,25.000,1747.743,
6537,0.000,25.000,1747.743,
6538,0.000,25.000,1747.743,
6539,0.000,25.000,1747.743,
6540,0.000,25.000,1747.743,
6541,0.000,25.000,1747.743,
6542,0.000,25.000,1747.743,
6543,0.000,25.000,1747.743,
6544,0.000,25.000,1747.743,
6545,0.000,25.000,1747.743,
6546,0.000,25.000,1747.743,
6547,0.000,25.000,1747.743,
6548,0.000,25.000,1747.743,
6549,0.000,25.000,1747.743,
6550,0.000,25.000,1747.743,
6551,0.000,25.000,1747.743,
6552,0.000,25.000,1747.743,
6553,0.000,25.000,1747.743,
6554,0.000,25.000,1747.743,
6555,0.000,25.000,1747.743,
6556,0.000,25.000,1747.743,
6557,0.000,25.000,1747.743,
6558,0.000,25.000,1747.743,
6559,0.000,25.000,1747.743,
6560,0.000,25.000,1747.743,
6561,0.000,25.000,1747.743,
6562,0.000,25.000,1747.743,
6563,0.000,25.000,1747.743,
6564,0.000,25.000,1747.743,
6565,0.000,25.000,1747.743,
6566,0.000,25.000,1747.743,
6567,0.000,25.000,1747.743,
6568,0.000,25.000,1747.743,
6569,0.000,25.000,1747.743,
6570,0.000,25.000,1747.743,
6571,0.000,25.000,1747.743,
6572,0.000,25.000,1747.743,
6573,0.000,25.000,1747.743,
6574,0.000,25.000,1747.743,
6575,0.000,25.000,1747.743,
6576,0.000,25.000,1747.743,
6577,0.000,25.000,1747.743,
6578,0.000,25.000,1747.743,
6579,0.000,25.000,1747.743,
6580,0.000,25.000,1747.743,
6581,0.000,25.000,1747.743,
6582,0.000,25.000,1747.743,
6583,0.000,25.000,1747.743,
6584,0.000,25.000,1747.743,
6585,0.000,25.000,1747.743,
6586,0.000,25.000,1747.743,
6587,0.000,25.000,1747.743,
6588,0.000,25.000,1747.743,
6589,0.000,25.000,1747.743,
6590,0.000,25.000,1747.743,
6591,0.000,25.000,1747.743,
6592,0.000,25.000,1747.743,
6593,0.000,25.000,1747.743,
6594,0.000,25.000,1747.743,
6595,0.000,25.000,1747.743,
6596,0.000,25.000,1747.743,
6597,0.000,25.000,1747.743,
6598,0.000,25.000,1747.743,
6599,0.000,25.000,1747.743,
6600,0.000,25.000,1747.743,
6601,0.000,25.000,1747.743,
6602,0.000,25.000,1747.743,
6603,0.000,25.000,1747.743,
6604,0.000,25.000,1747.743,
6605,0.000,25.000,1747.743,
6606,0.000,25.000,1747.743,
6607,0.000,25.000,1747.743,
6608,0.000,25.000,1747.743,
6609,0.000,25.000,1747.743,
6610,0.000,25.000,1747.743,
6611,0.000,25.000,1747.743,
6612,0.000,25.000,1747.743,
6613,0.000,25.000,1747.743,
6614,0.000,25.000,1747.743,
6615,0.000,25.000,1747.743,
6616,0.000,25.000,1747.743,
6617,0.000,25.000,1747.743,
6618,0.000,25.000,1747.743,
6619,0.000,25.000,1747.743,
6620,0.000,25.000,1747.743,
6621,0.000,25.000,1747.743,
6622,0.000,25.000,1747.743,
6623,0.000,25.000,1747.743,
6624,0.000,25.000,1747.743,
6625,0.000,25.000,1747.743,
6626,0.000,25.000,1747.743,
6627,0.000,25.000,1747.743,
6628,0.000,25.000,1747.743,
6629,0.000,25.000,1747.743,
6630,0.000,25.000,1747.743,
6631,0.000,25.000,1747.743,
6632,0.000,25.000,1747.743,
6633,0.000,25.000,1747.743,
6634,0.000,25.000,1747.743,
6635,0.000,25.000,1747.743,
6636,0.000,25.000,1747.743,
6637,0.000,25.000,1747.743,
6638,0.000,25.000,1747.743,
6639,0.000,25.000,1747.743,
6640,0.000,25.000,1747.743,
6641,0.000,25.000,1747.743,
6642,0.000,25.000,1747.743,
6643,0.000,25.000,1747.743,
6644,0.000,25.000,1747.743,
6645,0.000,25.000,1747.743,
6646,0.000,25.000,1747.743,
6647,0.000,25.000,1747.743,
6648,0.000,25.000,1747.743,
6649,0.000,25.000,1747.743,
6650,0.000,25.000,1747.743,
6651,0.000,25.000,1747.743,
6652,0.000,25.000,1747.743,
6653,0.000,25.000,1747.743,
6654,0.000,25.000,1747.743,
6655,0.000,25.000,1747.743,
6656,0.000,25.000,1747.743,
6657,0.000,25.000,1747.743,
6658,0.000,25.000,1747.743,
6659,0.000,25.000,1747.743,
6660,0.000,25.000,1747.743,
6661,0.000,25.000,1747.743,
6662,0.000,25.000,1747.743,
6663,0.000,25.000,1747.743,
6664,0.000,25.000,1747.743,
6665,0.000,25.000,1747.743,
6666,0.000,25.000,1747.743,
6667,0.000,25.000,1747.743,
6668,0.000,25.000,1747.743,
6669,0.000,25.000,1747.743,
6670,0.000,25.000,1747.743,
6671,0.000,25.000,1747.743,
6672,0.000,25.000,1747.743,
6673,0.000,25.000,1747.743,
6674,0.000,25.000,1747.743,
6675,0.000,25.000,1747.743,
6676,0.000,25.000,1747.743,
6677,0.000,25.000,1747.743,
6678,0.000,25.000,1747.743,
6679,0.000,25.000,1747.743,
6680,0.000,25.000,1747.743,
6681,0.000,25.000,1747.743,
6682,0.000,25.000,1747.743,
6683,0.000,25.000,1747.743,
6684,0.000,25.000,1747.743,
6685,0.000,25.000,1747.743,
6686,0.000,25.000,1747.743,
6687,0.000,25.000,1747.743,
6688,0.000,25.000,1747.743,
6689,0.000,25.000,1747.743,
6690,0.000,25.000,1747.743,
6691,0.000,25.000,1747.743,
6692,0.000,25.000,1747.743,
6693,0.000,25.000,1747.743,
6694,0.000,25.000,1747.743,
6695,0.000,25.000,1747.743,
6696,0.000,25.000,1747.743,
6697,0.000,25.000,1747.743,
6698,0.000,25.000,1747.743,
6699,0.000,25.000,1747.743,
6700,0.000,25.000,1747.743,
6701,0.000,25.000,1747.743,
6702,0.000,25.000,1747.743,
6703,0.000,25.000,1747.743,
6704,0.000,25.000,1747.743,
6705,0.000,25.000,1747.743,
6706,0.000,25.000,1747.743,
6707,0.000,25.000,1747.743,
6708,0.000,25.000,1747.743,
6709,0.000,25.000,1747.743,
6710,0.000,25.000,1747.743,
6711,0.000,25.000,1747.743,
6712,0.000,25.000,1747.743,
6713,0.000,25.000,1747.743,
6714,0.000,25.000,1747.743,
6715,0.000,25.000,1747.743,
6716,0.000,25.000,1747.743,
6717,0.000,25.000,1747.743,
6718,0.000,25.000,1747.743,
6719,0.000,25.000,1747.743,
6720,0.000,25.000,1747.743,
6721,0.000,25.000,1747.743,
6722,0.000,25.000,1747.743,
6723,0.000,25.000,1747.743,
6724,0.000,25.000,1747.743,
6725,0.000,25.000,1747.743,
6726,0.000,25.000,1747.743,
6727,0.000,25.000,1747.743,
6728,0.000,25.000,1747.743,
6729,0.000,25.000,1747.743,
6730,0.000,25.000,1747.743,
6731,0.000,25.000,1747.743,
6732,0.000,25.000,1747.743,
6733,0.000,25.000,1747.743,
6734,0.000,25.000,1747.743,
6735,0.000,25.000,1747.743,
6736,0.000,25.000,1747.743,
6737,0.000,25.000,1747.743,
6738,0.000,25.000,1747.743,
6739,0.000,25.000,1747.743,
6740,0.000,25.000,1747.743,
6741,0.000,25.000,1747.743,
6742,0.000,25.000,1747.743,
6743,0.000,25.000,1747.743,
6744,0.000,25.000,1747.743,
6745,0.000,25.000,1747.743,
6746,0.000,25.000,1747.743,
6747,0.000,25.000,1747.743,
6748,0.000,25.000,1747.743,
6749,0.000,25.000,1747.743,
6750,0.000,25.000,1747.743,
6751,0.000,25.000,1747.743,
6752,0.000,25.000,1747.743,
6753,0.000,25.000,1747.743,
6754,0.000,25.000,1747.743,
6755,0.000,25.000,1747.743,
6756,0.000,25.000,1747.743,
6757,0.000,25.000,1747.743,
6758,0.000,25.000,1747.743,
6759,0.000,25.000,1747.743,
6760,0.000,25.000,1747.743,
6761,0.000,25.000,1747.743,
6762,0.000,25.000,1747.743,
