i,e,y,u,
5211,0.000,25.000,1747.743,
5212,0.000,25.000,1747.743,
5213,0.000,25.000,1747.743,
5214,0.000,25.000,1747.743,
5215,0.000,25.000,1747.743,
5216,0.000,25.000,1747.743,
5217,0.000,25.000,1747.743,
5218,0.000,25.000,1747.743,
5219,0.000,25.000,1747.743,
5220,0.000,25.000,1747.743,
5221,0.000,25.000,1747.743,
5222,0.000,25.000,1747.743,
5223,0.000,25.000,1747.743,
5224,0.000,25.000,1747.743,
5225,0.000,25.000,1747.743,
5226,0.000,25.000,1747.743,
5227,0.000,25.000,1747.743,
5228,0.000,25.000,1747.743,
5229,0.000,25.000,1747.743,
5230,0.000,25.000,1747.743,
5231,0.000,25.000,1747.743,
5232,0.000,25.000,1747.743,
5233,0.000,25.000,1747.743,
5234,0.000,25.000,1747.743,
5235,0.000,25.000,1747.743,
5236,0.000,25.000,1747.743,
5237,0.000,25.000,1747.743,
5238,0.000,25.000,1747.743,
5239,0.000,25.000,1747.743,
5240,0.000,25.000,1747.743,
5241,0.000,25.000,1747.743,
5242,0.000,25.000,1747.743,
5243,0.000,25.000,1747.743,
5244,0.000,25.000,1747.743,
5245,0.000,25.000,1747.743,
5246,0.000,25.000,1747.743,
5247,0.000,25.000,1747.743,
5248,0.000,25.000,1747.743,
5249,0.000,25.000,1747.743,
5250,0.000,25.000,1747.743,
5251,0.000,25.000,1747.743,
5252,0.000,25.000,1747.743,
5253,0.000,25.000,1747.743,
5254,0.000,25.000,1747.743,
5255,0.000,25.000,1747.743,
5256,0.000,25.000,1747.743,
5257,0.000,25.000,1747.743,
5258,0.000,25.000,1747.743,
5259,0.000,25.000,1747.743,
5260,0.000,25.000,1747.743,
5261,0.000,25.000,1747.743,
5262,0.000,25.000,1747.743,
5263,0.000,25.000,1747.743,
5264,0.000,25.000,1747.743,
5265,0.000,25.000,1747.743,
5266,0.000,25.000,1747.743,
5267,0.000,25.000,1747.743,
5268,0.000,25.000,1747.743,
5269,0.000,25.000,1747.743,
5270,0.000,25.000,1747.743,
5271,0.000,25.000,1747.743,
5272,0.000,25.000,1747.743,
5273,0.000,25.000,1747.743,
5274,0.000,25.000,1747.743,
5275,0.000,25.000,1747.743,
5276,0.000,25.000,1747.743,
5277,0.000,25.000,1747.743,
5278,0.000,25.000,1747.743,
5279,0.000,25.000,1747.743,
5280,0.000,25.000,1747.743,
5281,0.000,25.000,1747.743,
5282,0.000,25.000,1747.743,
5283,0.000,25.000,1747.743,
5284,0.000,25.000,1747.743,
5285,0.000,25.000,1747.743,
5286,0.000,25.000,1747.743,
5287,0.000,25.000,1747.743,
5288,0.000,25.000,1747.743,
5289,0.000,25.000,1747.743,
5290,0.000,25.000,1747.743,
5291,0.000,25.000,1747.743,
5292,0.000,25.000,1747.743,
5293,0.000,25.000,1747.743,
5294,0.000,25.000,1747.743,
5295,0.000,25.000,1747.743,
5296,0.000,25.000,1747.743,
5297,0.000,25.000,1747.743,
5298,0.000,25.000,1747.743,
5299,0.000,25.000,1747.743,
5300,0.000,25.000,1747.743,
5301,0.000,25.000,1747.743,
5302,0.000,25.000,1747.743,
5303,0.000,25.000,1747.743,
5304,0.000,25.000,1747.743,
5305,0.000,25.000,1747.743,
5306,0.000,25.000,1747.743,
5307,0.000,25.000,1747.743,
5308,0.000,25.000,1747.743,
5309,0.000,25.000,1747.743,
5310,0.000,25.000,1747.743,
5311,0.000,25.000,1747.743,
5312,0.000,25.000,1747.743,
5313,0.000,25.000,1747.743,
5314,0.000,25.000,1747.743,
5315,0.000,25.000,1747.743,
5316,0.000,25.000,1747.743,
5317,0.000,25.000,1747.743,
5318,0.000,25.000,1747.743,
5319,0.000,25.000,1747.743,
5320,0.000,25.000,1747.743,
5321,0.000,25.000,1747.743,
5322,0.000,25.000,1747.743,
5323,0.000,25.000,1747.743,
5324,0.000,25.000,1747.743,
5325,0.000,25.000,1747.743,
5326,0.000,25.000,1747.743,
5327,0.000,25.000,1747.743,
5328,0.000,25.000,1747.743,
5329,0.000,25.000,1747.743,
5330,0.000,25.000,1747.743,
5331,0.000,25.000,1747.743,
5332,0.000,25.000,1747.743,
5333,0.000,25.000,1747.743,
5334,0.000,25.000,1747.743,
5335,0.000,25.000,1747.743,
5336,0.000,25.000,1747.743,
5337,0.000,25.000,1747.743,
5338,0.000,25.000,1747.743,
5339,0.000,25.000,1747.743,
5340,0.000,25.000,1747.743,
5341,0.000,25.000,1747.743,
5342,0.000,25.000,1747.743,
5343,0.000,25.000,1747.743,
5344,0.000,25.000,1747.743,
5345,0.000,25.000,1747.743,
5346,0.000,25.000,1747.743,
5347,0.000,25.000,1747.743,
5348,0.000,25.000,1747.743,
5349,0.000,25.000,1747.743,
5350,0.000,25.000,1747.743,
5351,0.000,25.000,1747.743,
5352,0.000,25.000,1747.743,
5353,0.000,25.000,1747.743,
5354,0.000,25.000,1747.743,
5355,0.000,25.000,1747.743,
5356,0.000,25.000,1747.743,
5357,0.000,25.000,1747.743,
5358,0.000,25.000,1747.743,
5359,0.000,25.000,1747.743,
5360,0.000,25.000,1747.743,
5361,0.000,25.000,1747.743,
5362,0.000,25.000,1747.743,
5363,0.000,25.000,1747.743,
5364,0.000,25.000,1747.743,
5365,0.000,25.000,1747.743,
5366,0.000,25.000,1747.743,
5367,0.000,25.000,1747.743,
5368,0.000,25.000,1747.743,
5369,0.000,25.000,1747.743,
5370,0.000,25.000,1747.743,
5371,0.000,25.000,1747.743,
5372,0.000,25.000,1747.743,
5373,0.000,25.000,1747.743,
5374,0.000,25.000,1747.743,
5375,0.000,25.000,1747.743,
5376,0.000,25.000,1747.743,
5377,0.000,25.000,1747.743,
5378,0.000,25.000,1747.743,
5379,0.000,25.000,1747.743,
5380,0.000,25.000,1747.743,
5381,0.000,25.000,1747.743,
5382,0.000,25.000,1747.743,
5383,0.000,25.000,1747.743,
5384,0.000,25.000,1747.743,
5385,0.000,25.000,1747.743,
5386,0.000,25.000,1747.743,
5387,0.000,25.000,1747.743,
5388,0.000,25.000,1747.743,
5389,0.000,25.000,1747.743,
5390,0.000,25.000,1747.743,
5391,0.000,25.000,1747.743,
5392,0.000,25.000,1747.743,
5393,0.000,25.000,1747.743,
5394,0.000,25.000,1747.743,
5395,0.000,25.000,1747.743,
5396,0.000,25.000,1747.743,
5397,0.000,25.000,1747.743,
5398,0.000,25.000,1747.743,
5399,0.000,25.000,1747.743,
5400,0.000,25.000,1747.743,
5401,0.000,25.000,1747.743,
5402,0.000,25.000,1747.743,
5403,0.000,25.000,1747.743,
5404,0.000,25.000,1747.743,
5405,0.000,25.000,1747.743,
5406,0.000,25.000,1747.743,
5407,0.000,25.000,1747.743,
5408,0.000,25.000,1747.743,
5409,0.000,25.000,1747.743,
5410,0.000,25.000,1747.743,
5411,0.000,25.000,1747.743,
5412,0.000,25.000,1747.743,
5413,0.000,25.000,1747.743,
5414,0.000,25.000,1747.743,
5415,0.000,25.000,1747.743,
5416,0.000,25.000,1747.743,
5417,0.000,25.000,1747.743,
5418,0.000,25.000,1747.743,
5419,0.000,25.000,1747.743,
5420,0.000,25.000,1747.743,
5421,0.000,25.000,1747.743,
5422,0.000,25.000,1747.743,
5423,0.000,25.000,1747.743,
5424,0.000,25.000,1747.743,
5425,0.000,25.000,1747.743,
5426,0.000,25.000,1747.743,
5427,0.000,25.000,1747.743,
5428,0.000,25.000,1747.743,
5429,0.000,25.000,1747.743,
5430,0.000,25.000,1747.743,
5431,0.000,25.000,1747.743,
5432,0.000,25.000,1747.743,
5433,0.000,25.000,1747.743,
5434,0.000,25.000,1747.743,
5435,0.000,25.000,1747.743,
5436,0.000,25.000,1747.743,
5437,0.000,25.000,1747.743,
5438,0.000,25.000,1747.743,
5439,0.000,25.000,1747.743,
5440,0.000,25.000,1747.743,
5441,0.000,25.000,1747.743,
5442,0.000,25.000,1747.743,
5443,0.000,25.000,1747.743,
5444,0.000,25.000,1747.743,
5445,0.000,25.000,1747.743,
5446,0.000,25.000,1747.743,
5447,0.000,25.000,1747.743,
5448,0.000,25.000,1747.743,
5449,0.000,25.000,1747.743,
5450,0.000,25.000,1747.743,
5451,0.000,25.000,1747.743,
5452,0.000,25.000,1747.743,
5453,0.000,25.000,1747.743,
5454,0.000,25.000,1747.743,
5455,0.000,25.000,1747.743,
5456,0.000,25.000,1747.743,
5457,0.000,25.000,1747.743,
5458,0.000,25.000,1747.743,
5459,0.000,25.000,1747.743,
5460,0.000,25.000,1747.743,
5461,0.000,25.000,1747.743,
5462,0.000,25.000,1747.743,
5463,0.000,25.000,1747.743,
5464,0.000,25.000,1747.743,
5465,0.000,25.000,1747.743,
5466,0.000,25.000,1747.743,
5467,0.000,25.000,1747.743,
5468,0.000,25.000,1747.743,
5469,0.000,25.000,1747.743,
5470,0.000,25.000,1747.743,
5471,0.000,25.000,1747.743,
5472,0.000,25.000,1747.743,
5473,0.000,25.000,1747.743,
5474,0.000,25.000,1747.743,
5475,0.000,25.000,1747.743,
5476,0.000,25.000,1747.743,
5477,0.000,25.000,1747.743,
5478,0.000,25.000,1747.743,
5479,0.000,25.000,1747.743,
5480,0.000,25.000,1747.743,
5481,0.000,25.000,1747.743,
5482,0.000,25.000,1747.743,
5483,0.000,25.000,1747.743,
5484,0.000,25.000,1747.743,
5485,0.000,25.000,1747.743,
5486,0.000,25.000,1747.743,
5487,0.000,25.000,1747.743,
5488,0.000,25.000,1747.743,
5489,0.000,25.000,1747.743,
5490,0.000,25.000,1747.743,
5491,0.000,25.000,1747.743,
5492,0.000,25.000,1747.743,
5493,0.000,25.000,1747.743,
5494,0.000,25.000,1747.743,
5495,0.000,25.000,1747.743,
5496,0.000,25.000,1747.743,
5497,0.000,25.000,1747.743,
5498,0.000,25.000,1747.743,
5499,0.000,25.000,1747.743,
5500,0.000,25.000,1747.743,
5501,0.000,25.000,1747.743,
5502,0.000,25.000,1747.743,
5503,0.000,25.000,1747.743,
5504,0.000,25.000,1747.743,
5505,0.000,25.000,1747.743,
5506,0.000,25.000,1747.743,
5507,0.000,25.000,1747.743,
5508,0.000,25.000,1747.743,
5509,0.000,25.000,1747.743,
5510,0.000,25.000,1747.743,
5511,0.000,25.000,1747.743,
5512,0.000,25.000,1747.743,
5513,0.000,25.000,1747.743,
5514,0.000,25.000,1747.743,
5515,0.000,25.000,1747.743,
5516,0.000,25.000,1747.743,
5517,0.000,25.000,1747.743,
5518,0.000,25.000,1747.743,
5519,0.000,25.000,1747.743,
5520,0.000,25.000,1747.743,
5521,0.000,25.000,1747.743,
5522,0.000,25.000,1747.743,
5523,0.000,25.000,1747.743,
5524,0.000,25.000,1747.743,
5525,0.000,25.000,1747.743,
5526,0.000,25.000,1747.743,
5527,0.000,25.000,1747.743,
5528,0.000,25.000,1747.743,
5529,0.000,25.000,1747.743,
5530,0.000,25.000,1747.743,
5531,0.000,25.000,1747.743,
5532,0.000,25.000,1747.743,
5533,0.000,25.000,1747.743,
5534,0.000,25.000,1747.743,
5535,0.000,25.000,1747.743,
5536,0.000,25.000,1747.743,
5537,0.000,25.000,1747.743,
5538,0.000,25.000,1747.743,
5539,0.000,25.000,1747.743,
5540,0.000,25.000,1747.743,
5541,0.000,25.000,1747.743,
5542,0.000,25.000,1747.743,
5543,0.000,25.000,1747.743,
5544,0.000,25.000,1747.743,
5545,0.000,25.000,1747.743,
5546,0.000,25.000,1747.743,
5547,0.000,25.000,1747.743,
5548,0.000,25.000,1747.743,
5549,0.000,25.000,1747.743,
5550,0.000,25.000,1747.743,
5551,0.000,25.000,1747.743,
5552,0.000,25.000,1747.743,
5553,0.000,25.000,1747.743,
5554,0.000,25.000,1747.743,
5555,0.000,25.000,1747.743,
5556,0.000,25.000,1747.743,
5557,0.000,25.000,1747.743,
5558,0.000,25.000,1747.743,
5559,0.000,25.000,1747.743,
5560,0.000,25.000,1747.743,
5561,0.000,25.000,1747.743,
5562,0.000,25.000,1747.743,
5563,0.000,25.000,1747.743,
5564,0.000,25.000,1747.743,
5565,0.000,25.000,1747.743,
5566,0.000,25.000,1747.743,
5567,0.000,25.000,1747.743,
5568,0.000,25.000,1747.743,
5569,0.000,25.000,1747.743,
5570,0.000,25.000,1747.743,
5571,0.000,25.000,1747.743,
5572,0.000,25.000,1747.743,
5573,0.000,25.000,1747.743,
5574,0.000,25.000,1747.743,
5575,0.000,25.000,1747.743,
5576,0.000,25.000,1747.743,
5577,0.000,25.000,1747.743,
5578,0.000,25.000,1747.743,
5579,0.000,25.000,1747.743,
5580,0.000,25.000,1747.743,
5581,0.000,25.000,1747.743,
5582,0.000,25.000,1747.743,
5583,0.000,25.000,1747.743,
5584,0.000,25.000,1747.743,
5585,0.000,25.000,1747.743,
5586,0.000,25.000,1747.743,
5587,0.000,25.000,1747.743,
5588,0.000,25.000,1747.743,
5589,0.000,25.000,1747.743,
5590,0.000,25.000,1747.743,
5591,0.000,25.000,1747.743,
5592,0.000,25.000,1747.743,
5593,0.000,25.000,1747.743,
5594,0.000,25.000,1747.743,
5595,0.000,25.000,1747.743,
5596,0.000,25.000,1747.743,
5597,0.000,25.000,1747.743,
5598,0.000,25.000,1747.743,
5599,0.000,25.000,1747.743,
5600,0.000,25.000,1747.743,
5601,0.000,25.000,1747.743,
5602,0.000,25.000,1747.743,
5603,0.000,25.000,1747.743,
5604,0.000,25.000,1747.743,
5605,0.000,25.000,1747.743,
5606,0.000,25.000,1747.743,
5607,0.000,25.000,1747.743,
5608,0.000,25.000,1747.743,
5609,0.000,25.000,1747.743,
5610,0.000,25.000,1747.743,
5611,0.000,25.000,1747.743,
5612,0.000,25.000,1747.743,
5613,0.000,25.000,1747.743,
5614,0.000,25.000,1747.743,
5615,0.000,25.000,1747.743,
5616,0.000,25.000,1747.743,
5617,0.000,25.000,1747.743,
5618,0.000,25.000,1747.743,
5619,0.000,25.000,1747.743,
5620,0.000,25.000,1747.743,
5621,0.000,25.000,1747.743,
5622,0.000,25.000,1747.743,
5623,0.000,25.000,1747.743,
5624,0.000,25.000,1747.743,
5625,0.000,25.000,1747.743,
5626,0.000,25.000,1747.743,
5627,0.000,25.000,1747.743,
5628,0.000,25.000,1747.743,
5629,0.000,25.000,1747.743,
5630,0.000,25.000,1747.743,
5631,0.000,25.000,1747.743,
5632,0.000,25.000,1747.743,
5633,0.000,25.000,1747.743,
5634,0.000,25.000,1747.743,
5635,0.000,25.000,1747.743,
5636,0.000,25.000,1747.743,
5637,0.000,25.000,1747.743,
5638,0.000,25.000,1747.743,
5639,0.000,25.000,1747.743,
5640,0.000,25.000,1747.743,
5641,0.000,25.000,1747.743,
5642,0.000,25.000,1747.743,
5643,0.000,25.000,1747.743,
5644,0.000,25.000,1747.743,
5645,0.000,25.000,1747.743,
5646,0.000,25.000,1747.743,
5647,0.000,25.000,1747.743,
5648,0.000,25.000,1747.743,
5649,0.000,25.000,1747.743,
5650,0.000,25.000,1747.743,
5651,0.000,25.000,1747.743,
5652,0.000,25.000,1747.743,
5653,0.000,25.000,1747.743,
5654,0.000,25.000,1747.743,
5655,0.000,25.000,1747.743,
5656,0.000,25.000,1747.743,
5657,0.000,25.000,1747.743,
5658,0.000,25.000,1747.743,
5659,0.000,25.000,1747.743,
5660,0.000,25.000,1747.743,
5661,0.000,25.000,1747.743,
5662,0.000,25.000,1747.743,
5663,0.000,25.000,1747.743,
5664,0.000,25.000,1747.743,
5665,0.000,25.000,1747.743,
5666,0.000,25.000,1747.743,
5667,0.000,25.000,1747.743,
5668,0.000,25.000,1747.743,
5669,0.000,25.000,1747.743,
5670,0.000,25.000,1747.743,
5671,0.000,25.000,1747.743,
5672,0.000,25.000,1747.743,
5673,0.000,25.000,1747.743,
5674,0.000,25.000,1747.743,
5675,0.000,25.000,1747.743,
5676,0.000,25.000,1747.743,
5677,0.000,25.000,1747.743,
5678,0.000,25.000,1747.743,
5679,0.000,25.000,1747.743,
5680,0.000,25.000,1747.743,
5681,0.000,25.000,1747.743,
5682,0.000,25.000,1747.743,
5683,0.000,25.000,1747.743,
5684,0.000,25.000,1747.743,
5685,0.000,25.000,1747.743,
5686,0.000,25.000,1747.743,
5687,0.000,25.000,1747.743,
5688,0.000,25.000,1747.743,
5689,0.000,25.000,1747.743,
5690,0.000,25.000,1747.743,
5691,0.000,25.000,1747.743,
5692,0.000,25.000,1747.743,
5693,0.000,25.000,1747.743,
5694,0.000,25.000,1747.743,
5695,0.000,25.000,1747.743,
5696,0.000,25.000,1747.743,
5697,0.000,25.000,1747.743,
5698,0.000,25.000,1747.743,
5699,0.000,25.000,1747.743,
5700,0.000,25.000,1747.743,
5701,0.000,25.000,1747.743,
5702,0.000,25.000,1747.743,
5703,0.000,25.000,1747.743,
5704,0.000,25.000,1747.743,
5705,0.000,25.000,1747.743,
5706,0.000,25.000,1747.743,
5707,0.000,25.000,1747.743,
5708,0.000,25.000,1747.743,
5709,0.000,25.000,1747.743,
5710,0.000,25.000,1747.743,
5711,0.000,25.000,1747.743,
5712,0.000,25.000,1747.743,
5713,0.000,25.000,1747.743,
5714,0.000,25.000,1747.743,
5715,0.000,25.000,1747.743,
5716,0.000,25.000,1747.743,
5717,0.000,25.000,1747.743,
5718,0.000,25.000,1747.743,
5719,0.000,25.000,1747.743,
5720,0.000,25.000,1747.743,
5721,0.000,25.000,1747.743,
5722,0.000,25.000,1747.743,
5723,0.000,25.000,1747.743,
5724,0.000,25.000,1747.743,
5725,0.000,25.000,1747.743,
5726,0.000,25.000,1747.743,
5727,0.000,25.000,1747.743,
5728,0.000,25.000,1747.743,
5729,0.000,25.000,1747.743,
5730,0.000,25.000,1747.743,
5731,0.000,25.000,1747.743,
5732,0.000,25.000,1747.743,
5733,0.000,25.000,1747.743,
5734,0.000,25.000,1747.743,
5735,0.000,25.000,1747.743,
5736,0.000,25.000,1747.743,
5737,0.000,25.000,1747.743,
5738,0.000,25.000,1747.743,
5739,0.000,25.000,1747.743,
5740,0.000,25.000,1747.743,
5741,0.000,25.000,1747.743,
5742,0.000,25.000,1747.743,
5743,0.000,25.000,1747.743,
5744,0.000,25.000,1747.743,
5745,0.000,25.000,1747.743,
5746,0.000,25.000,1747.743,
5747,0.000,25.000,1747.743,
5748,0.000,25.000,1747.743,
5749,0.000,25.000,1747.743,
5750,0.000,25.000,1747.743,
5751,0.000,25.000,1747.743,
5752,0.000,25.000,1747.743,
5753,0.000,25.000,1747.743,
5754,0.000,25.000,1747.743,
5755,0.000,25.000,1747.743,
5756,0.000,25.000,1747.743,
5757,0.000,25.000,1747.743,
5758,0.000,25.000,1747.743,
5759,0.000,25.000,1747.743,
5760,0.000,25.000,1747.743,
5761,0.000,25.000,1747.743,
5762,0.000,25.000,1747.743,
5763,0.000,25.000,1747.743,
5764,0.000,25.000,1747.743,
5765,0.000,25.000,1747.743,
5766,0.000,25.000,1747.743,
5767,0.000,25.000,1747.743,
5768,0.000,25.000,1747.743,
5769,0.000,25.000,1747.743,
5770,0.000,25.000,1747.743,
5771,0.000,25.000,1747.743,
5772,0.000,25.000,1747.743,
5773,0.000,25.000,1747.743,
5774,0.000,25.000,1747.743,
5775,0.000,25.000,1747.743,
5776,0.000,25.000,1747.743,
5777,0.000,25.000,1747.743,
5778,0.000,25.000,1747.743,
5779,0.000,25.000,1747.743,
5780,0.000,25.000,1747.743,
5781,0.000,25.000,1747.743,
5782,0.000,25.000,1747.743,
5783,0.000,25.000,1747.743,
5784,0.000,25.000,1747.743,
5785,0.000,25.000,1747.743,
5786,0.000,25.000,1747.743,
5787,0.000,25.000,1747.743,
5788,0.000,25.000,1747.743,
5789,0.000,25.000,1747.743,
5790,0.000,25.000,1747.743,
5791,0.000,25.000,1747.743,
5792,0.000,25.000,1747.743,
5793,0.000,25.000,1747.743,
5794,0.000,25.000,1747.743,
5795,0.000,25.000,1747.743,
5796,0.000,25.000,1747.743,
5797,0.000,25.000,1747.743,
5798,0.000,25.000,1747.743,
5799,0.000,25.000,1747.743,
5800,0.000,25.000,1747.743,
5801,0.000,25.000,1747.743,
5802,0.000,25.000,1747.743,
5803,0.000,25.000,1747.743,
5804,0.000,25.000,1747.743,
5805,0.000,25.000,1747.743,
5806,0.000,25.000,1747.743,
5807,0.000,25.000,1747.743,
5808,0.000,25.000,1747.743,
5809,0.000,25.000,1747.743,
5810,0.000,25.000,1747.743,
5811,0.000,25.000,1747.743,
5812,0.000,25.000,1747.743,
5813,0.000,25.000,1747.743,
5814,0.000,25.000,1747.743,
5815,0.000,25.000,1747.743,
5816,0.000,25.000,1747.743,
5817,0.000,25.000,1747.743,
5818,0.000,25.000,1747.743,
5819,0.000,25.000,1747.743,
5820,0.000,25.000,1747.743,
5821,0.000,25.000,1747.743,
5822,0.000,25.000,1747.743,
5823,0.000,25.000,1747.743,
5824,0.000,25.000,1747.743,
5825,0.000,25.000,1747.743,
5826,0.000,25.000,1747.743,
5827,0.000,25.000,1747.743,
5828,0.000,25.000,1747.743,
5829,0.000,25.000,1747.743,
5830,0.000,25.000,1747.743,
5831,0.000,25.000,1747.743,
5832,0.000,25.000,1747.743,
5833,0.000,25.000,1747.743,
5834,0.000,25.000,1747.743,
5835,0.000,25.000,1747.743,
5836,0.000,25.000,1747.743,
5837,0.000,25.000,1747.743,
5838,0.000,25.000,1747.743,
5839,0.000,25.000,1747.743,
5840,0.000,25.000,1747.743,
5841,0.000,25.000,1747.743,
5842,0.000,25.000,1747.743,
5843,0.000,25.000,1747.743,
5844,0.000,25.000,1747.743,
5845,0.000,25.000,1747.743,
5846,0.000,25.000,1747.743,
5847,0.000,25.000,1747.743,
5848,0.000,25.000,1747.743,
5849,0.000,25.000,1747.743,
5850,0.000,25.000,1747.743,
5851,0.000,25.000,1747.743,
5852,0.000,25.000,1747.743,
5853,0.000,25.000,1747.743,
5854,0.000,25.000,1747.743,
5855,0.000,25.000,1747.743,
5856,0.000,25.000,1747.743,
5857,0.000,25.000,1747.743,
5858,0.000,25.000,1747.743,
5859,0.000,25.000,1747.743,
5860,0.000,25.000,1747.743,
5861,0.000,25.000,1747.743,
5862,0.000,25.000,1747.743,
5863,0.000,25.000,1747.743,
5864,0.000,25.000,1747.743,
5865,0.000,25.000,1747.743,
5866,0.000,25.000,1747.743,
5867,0.000,25.000,1747.743,
5868,0.000,25.000,1747.743,
5869,0.000,25.000,1747.743,
5870,0.000,25.000,1747.743,
5871,0.000,25.000,1747.743,
5872,0.000,25.000,1747.743,
5873,0.000,25.000,1747.743,
5874,0.000,25.000,1747.743,
5875,0.000,25.000,1747.743,
5876,0.000,25.000,1747.743,
5877,0.000,25.000,1747.743,
5878,0.000,25.000,1747.743,
5879,0.000,25.000,1747.743,
5880,0.000,25.000,1747.743,
5881,0.000,25.000,1747.743,
5882,0.000,25.000,1747.743,
5883,0.000,25.000,1747.743,
5884,0.000,25.000,1747.743,
5885,0.000,25.000,1747.743,
5886,0.000,25.000,1747.743,
5887,0.000,25.000,1747.743,
5888,0.000,25.000,1747.743,
5889,0.000,25.000,1747.743,
5890,0.000,25.000,1747.743,
5891,0.000,25.000,1747.743,
5892,0.000,25.000,1747.743,
5893,0.000,25.000,1747.743,
5894,0.000,25.000,1747.743,
5895,0.000,25.000,1747.743,
5896,0.000,25.000,1747.743,
5897,0.000,25.000,1747.743,
5898,0.000,25.000,1747.743,
5899,0.000,25.000,1747.743,
5900,0.000,25.000,1747.743,
5901,0.000,25.000,1747.743,
5902,0.000,25.000,1747.743,
5903,0.000,25.000,1747.743,
5904,0.000,25.000,1747.743,
5905,0.000,25.000,1747.743,
5906,0.000,25.000,1747.743,
5907,0.000,25.000,1747.743,
5908,0.000,25.000,1747.743,
5909,0.000,25.000,1747.743,
5910,0.000,25.000,1747.743,
5911,0.000,25.000,1747.743,
5912,0.000,25.000,1747.743,
5913,0.000,25.000,1747.743,
5914,0.000,25.000,1747.743,
5915,0.000,25.000,1747.743,
5916,0.000,25.000,1747.743,
5917,0.000,25.000,1747.743,
5918,0.000,25.000,1747.743,
5919,0.000,25.000,1747.743,
5920,0.000,25.000,1747.743,
5921,0.000,25.000,1747.743,
5922,0.000,25.000,1747.743,
5923,0.000,25.000,1747.743,
5924,0.000,25.000,1747.743,
5925,0.000,25.000,1747.743,
5926,0.000,25.000,1747.743,
5927,0.000,25.000,1747.743,
5928,0.000,25.000,1747.743,
5929,0.000,25.000,1747.743,
5930,0.000,25.000,1747.743,
5931,0.000,25.000,1747.743,
5932,0.000,25.000,1747.743,
5933,0.000,25.000,1747.743,
5934,0.000,25.000,1747.743,
5935,0.000,25.000,1747.743,
5936,0.000,25.000,1747.743,
5937,0.000,25.000,1747.743,
5938,0.000,25.000,1747.743,
5939,0.000,25.000,1747.743,
5940,0.000,25.000,1747.743,
5941,0.000,25.000,1747.743,
5942,0.000,25.000,1747.743,
5943,0.000,25.000,1747.743,
5944,0.000,25.000,1747.743,
5945,0.000,25.000,1747.743,
5946,0.000,25.000,1747.743,
5947,0.000,25.000,1747.743,
5948,0.000,25.000,1747.743,
5949,0.000,25.000,1747.743,
5950,0.000,25.000,1747.743,
5951,0.000,25.000,1747.743,
5952,0.000,25.000,1747.743,
5953,0.000,25.000,1747.743,
5954,0.000,25.000,1747.743,
5955,0.000,25.000,1747.743,
5956,0.000,25.000,1747.743,
5957,0.000,25.000,1747.743,
5958,0.000,25.000,1747.743,
5959,0.000,25.000,1747.743,
5960,0.000,25.000,1747.743,
5961,0.000,25.000,1747.743,
5962,0.000,25.000,1747.743,
5963,0.000,25.000,1747.743,
5964,0.000,25.000,1747.743,
5965,0.000,25.000,1747.743,
5966,0.000,25.000,1747.743,
5967,0.000,25.000,1747.743,
5968,0.000,25.000,1747.743,
5969,0.000,25.000,1747.743,
5970,0.000,25.000,1747.743,
5971,0.000,25.000,1747.743,
5972,0.000,25.000,1747.743,
5973,0.000,25.000,1747.743,
5974,0.000,25.000,1747.743,
5975,0.000,25.000,1747.743,
5976,0.000,25.000,1747.743,
5977,0.000,25.000,1747.743,
5978,0.000,25.000,1747.743,
5979,0.000,25.000,1747.743,
5980,0.000,25.000,1747.743,
5981,0.000,25.000,1747.743,
5982,0.000,25.000,1747.743,
5983,0.000,25.000,1747.743,
5984,0.000,25.000,1747.743,
5985,0.000,25.000,1747.743,
5986,0.000,25.000,1747.743,
5987,0.000,25.000,1747.743,
5988,0.000,25.000,1747.743,
5989,0.000,25.000,1747.743,
5990,0.000,25.000,1747.743,
5991,0.000,25.000,1747.743,
5992,0.000,25.000,1747.743,
5993,0.000,25.000,1747.743,
5994,0.000,25.000,1747.743,
5995,0.000,25.000,1747.743,
5996,0.000,25.000,1747.743,
5997,0.000,25.000,1747.743,
5998,0.000,25.000,1747.743,
5999,0.000,25.000,1747.743,
6000,0.000,25.000,1747.743,
6001,0.000,25.000,1747.743,
6002,0.000,25.000,1747.743,
6003,0.000,25.000,1747.743,
6004,0.000,25.000,1747.743,
6005,0.000,25.000,1747.743,
6006,0.000,25.000,1747.743,
6007,0.000,25.000,1747.743,
6008,0.000,25.000,1747.743,
6009,0.000,25.000,1747.743,
6010,0.000,25.000,1747.743,
6011,0.000,25.000,1747.743,
6012,0.000,25.000,1747.743,
6013,0.000,25.000,1747.743,
6014,0.000,25.000,1747.743,
6015,0.000,25.000,1747.743,
6016,0.000,25.000,1747.743,
6017,0.000,25.000,1747.743,
6018,0.000,25.000,1747.743,
6019,0.000,25.000,1747.743,
6020,0.000,25.000,1747.743,
6021,0.000,25.000,1747.743,
6022,0.000,25.000,1747.743,
6023,0.000,25.000,1747.743,
6024,0.000,25.000,1747.743,
6025,0.000,25.000,1747.743,
6026,0.000,25.000,1747.743,
6027,0.000,25.000,1747.743,
6028,0.000,25.000,1747.743,
6029,0.000,25.000,1747.743,
6030,0.000,25.000,1747.743,
6031,0.000,25.000,1747.743,
6032,0.000,25.000,1747.743,
6033,0.000,25.000,1747.743,
